business_name,author_name,review_text,rating,cleaned_text,sentiment,subjectivity,lang,review_length,exclaim_count,caps_count,contains_url,duplicate_flag
0x4cca775b91fd8bed:0x1093d5941925ada8,Frank Fuller,Very professional,5,Very professional,0.13,0.13,en,2,0,0,False,False
0x4cb50800da6d44df:0xb7ac6f07ba0d2f67,Austin's Problem's,"Good food but they need better hours, would recommend to try it out, nice people there.",3,"Good food but they need better hours, would recommend to try it out, nice people there.",0.6,0.7,en,16,0,0,False,False
0x4cca7762be71d7fd:0xe059b9af41e6932b,Michael Allen,Costume Party 10-26-2019,5,Costume Party 10-26-2019,0.0,0.0,en,3,0,0,False,False
0x89e0248775f192e7:0xe8825ed3d0d6ffa1,Kami Dayton,Best deli in the city! Always fresh and delish! Staff friendly and fun! Great vibe!,5,Best deli in the city! Always fresh and delish! Staff friendly and fun! Great vibe!,0.62,0.45,en,15,4,0,False,False
0x4cca1b102e866e51:0xbd4679864fb22558,Ty Baker Sr,Love there foods variety good prices,5,Love there foods variety good prices,0.6,0.6,en,6,0,0,False,False
0x4cb5a7f3bd0a05eb:0x5a2bed772da4f988,William StCyr,Great place. Good selection and good staff,4,Great place. Good selection and good staff,0.73,0.65,en,7,0,0,False,False
0x4cca7707802b81f5:0xd6f9e12d0cd64528,James Guiel,Wonderful loving body of believes. Always  reaching out to the community to build it up.,5,Wonderful loving body of believes. Always reaching out to the community to build it up.,0.8,0.97,en,15,0,0,False,False
0x4cca78fdb4999e8b:0x7a59527145808dbf,Troy Frostad,"Great garden center with plenty of indoor and outdoor plants and gardening supplies. Very helpful staff, I definitely recommend.",5,"Great garden center with plenty of indoor and outdoor plants and gardening supplies. Very helpful staff, I definitely recommend.",0.23,0.41,en,19,0,0,False,False
0x4cb588a0f07b7dc5:0x76215ee404c7d6c,Crystal Neskey,My favorite place to grab a sandwich and a cremee!,5,My favorite place to grab a sandwich and a cremee!,0.62,1.0,en,10,1,0,False,False
0x4cca7af6a78155b9:0x23743a32e42b98d,Zachary Hubbell,Beautiful symbol of downtown Burlington!,5,Beautiful symbol of downtown Burlington!,1.0,1.0,en,5,1,0,False,False
0x4cca7b7700308a8d:0x176b2dfd99dabb4d,Patrick A.,"The food is honestly average, but severely overpriced.",2,"The food is honestly average, but severely overpriced.",-0.15,0.4,en,8,0,0,False,False
0x4cca7af0f4a901e7:0x9387c428f4901901,Christian Lecuyer,"(Translated by Google) At bit expensive

(Original)
À bit expensive",3,(Translated by Google) At bit expensive (Original) À bit expensive,-0.21,0.72,en,10,0,0,False,False
0x4cca7afa4c187097:0x2e2a1d9080ed9b25,Laurie __,Very informative visit and great selection of products.,5,Very informative visit and great selection of products.,0.5,0.53,en,8,0,0,False,False
0x4cca7a7a01cd9cbf:0xccc335b57dbeb1d9,Tri Nguyen,"When I was living nearby I went here every Thursday, the food was of great comfort.",5,"When I was living nearby I went here every Thursday, the food was of great comfort.",0.8,0.75,en,16,0,0,False,False
0x4cca70a7d783ffff:0xc95bf38740b6b5b,Paula Poquette,Yummy! Love it!,5,Yummy! Love it!,0.62,0.6,en,3,2,0,False,False
0x4cca7b90d69ef6db:0xe1956463c31fee68,Wendy Beinner,"Fresh produce for a chain grocery store. Especially like the Hannafords brand packaged goods, like sauces, cookies and chicken.  Another couple perks are that the isles are wide, it’s never very crowded, the lines at the registers are rarely long and parking is easy.  But, my favorite thing is that they carry brands of packaged food, baking mixes, etc that I can’t find anywhere else!",4,"Fresh produce for a chain grocery store. Especially like the Hannafords brand packaged goods, like sauces, cookies and chicken. Another couple perks are that the isles are wide, it’s never very crowded, the lines at the registers are rarely long and parking is easy. But, my favorite thing is that they carry brands of packaged food, baking mixes, etc that I can’t find anywhere else!",0.06,0.67,en,65,1,0,False,False
0x4cca82f131427517:0x73adf7afc14216c,John Muro,"I love the place. Everytime we are in Vermont we go there and get more... Blankets,  shirts  and PJs. Nice and warm but very comfortable.",5,"I love the place. Everytime we are in Vermont we go there and get more... Blankets, shirts and PJs. Nice and warm but very comfortable.",0.54,0.74,en,25,0,0,False,False
0x4cca7a42a4573b37:0x8a587cff46981d9,shashank barbhai,Good tasty Indian food and service,4,Good tasty Indian food and service,0.7,0.6,en,6,0,0,False,False
0x4cca7a6fe445df11:0x7eb261090a0f43a2,Mikebx Knox,Liked the pizza,5,Liked the pizza,0.6,0.8,en,3,0,0,False,False
0x4cca7af7a7f9279f:0x511d76b744f5102e,Matt,Pretty expensive for such small plates of honestly mostly tasteless food,2,Pretty expensive for such small plates of honestly mostly tasteless food,-0.22,0.7,en,11,0,0,False,False
0x4cca71d50254f739:0x81d00f01d575c28f,Wolf Tyndall,Very good vets office. My dog was given an appointmrmt quickly and they were able to take care of the issue i had with my dog. They went over step by step what my options were and how much they would cost. The doctor and the vet tech were very friendly and kind to me and my pet and that's important. Thanks to them my dog is well and will not suffer any long term effects. The front desk staff was also very nice greeting me and upon leaving.,5,Very good vets office. My dog was given an appointmrmt quickly and they were able to take care of the issue i had with my dog. They went over step by step what my options were and how much they would cost. The doctor and the vet tech were very friendly and kind to me and my pet and that's important. Thanks to them my dog is well and will not suffer any long term effects. The front desk staff was also very nice greeting me and upon leaving.,0.44,0.63,en,89,0,0,False,False
0x4cb4ecc474d965bf:0xbf78bdcad3e15e7e,Dean Whitcomb,"Loads of items animal supplies, food, clothes shoes home goods etc... Great place!",5,"Loads of items animal supplies, food, clothes shoes home goods etc... Great place!",1.0,0.75,en,13,1,0,False,False
0x4cca3d4ba0b1e89d:0x52fb292837774d4,Gerald&Stacy Adams,Great times.,4,Great times.,0.8,0.75,en,2,0,0,False,False
0x89e08e0f9ce6b4ab:0xe8251af8c0730caf,Linda Blakely,"Definitely not for the faint of heart. This is a chocoholic's dream! So many different flavors to choose from, it's hard to pick just one.",5,"Definitely not for the faint of heart. This is a chocoholic's dream! So many different flavors to choose from, it's hard to pick just one.",-0.08,0.63,en,25,1,0,False,False
0x89e020890f3f4dbd:0xb02e0368879546f6,Diane C,Very informative museum!,5,Very informative museum!,0.25,0.3,en,3,1,0,False,False
0x4cca7bbc2ef90f6f:0xbb05e66318f0079,JoJoe Williams,Love the store. App is a bit confusing,5,Love the store. App is a bit confusing,0.1,0.5,en,8,0,0,False,False
0x4cb596f87babd2e7:0xcde675583221319a,Samuel Scarpino,Great beer list and awesome burgers.  Run by the Hen of the Wood group.,5,Great beer list and awesome burgers. Run by the Hen of the Wood group.,0.9,0.88,en,14,0,0,False,False
0x4cca0ae4c8bf8a71:0x51b08f71f9267243,Larry Green,Pretty neat falls. Went fishing here. Did not catch anything. 😒,5,Pretty neat falls. Went fishing here. Did not catch anything. 😒,0.25,1.0,en,11,0,0,False,False
0x4cb6719669d301cb:0xae0b296b45c2df23,HR Faulkner-Price (Wrongway),"Ever see a Bet get on the floor with your dog? Doc Salina does ☺️. She is most caring, helpful and professional.  I wouldn't go anywhere else for my family pet’s healthcare.",5,"Ever see a Bet get on the floor with your dog? Doc Salina does ☺️. She is most caring, helpful and professional. I wouldn't go anywhere else for my family pet’s healthcare.",0.3,0.3,en,32,0,0,False,False
0x4cca7a2e84e356d5:0x541c3d64c4769c9b,Craig Piazza,"Steve (store manager) and his staff were wonderful to work with - top notch individuals providing top notch Service. I will be visiting frequently to purchase goods. When you get on the Aubuchon rewards program, it is amazing how many coupons you can acquire toward additional purchases - I honestly had no idea of the extended discounts (one was to get $20.00 off a $40.00 purchase). Its worth being loyal to them, not only for the Great service they provide, but for quality product and extended savings. Steve and the Staff offer you the personal touch and truly care about your being satisfied as a customer.",5,"Steve (store manager) and his staff were wonderful to work with - top notch individuals providing top notch Service. I will be visiting frequently to purchase goods. When you get on the Aubuchon rewards program, it is amazing how many coupons you can acquire toward additional purchases - I honestly had no idea of the extended discounts (one was to get $20.00 off a $40.00 purchase). Its worth being loyal to them, not only for the Great service they provide, but for quality product and extended savings. Steve and the Staff offer you the personal touch and truly care about your being satisfied as a customer.",0.44,0.66,en,106,0,0,False,False
0x4cca78f9ff407127:0x61ce8dababd7324,Michelle Jimmo,Busy all the time. Best to order via app ahead of time,5,Busy all the time. Best to order via app ahead of time,0.55,0.3,en,12,0,0,False,False
0x89e02432afd8f06b:0x46b6114195f784bb,John Scott,I would've given it 5 stars if they had a public restroom and we didn't have to drive down the road to use a gas station bathroom. WTH? Their charge machine was broken so had to pay cash. The building needed some work too. Front steps might be an accident waiting to happen. We loved the Norman Rockwell artwork though but a museum more commensurate to his legacy is in order.,4,I would've given it 5 stars if they had a public restroom and we didn't have to drive down the road to use a gas station bathroom. WTH? Their charge machine was broken so had to pay cash. The building needed some work too. Front steps might be an accident waiting to happen. We loved the Norman Rockwell artwork though but a museum more commensurate to his legacy is in order.,0.13,0.41,en,71,0,1,False,False
0x89e024c013852913:0x19e6ad450e0e7572,Lauren Wilder,"Drive through is extremely slow. If I could safely back out of the line, I would.",2,"Drive through is extremely slow. If I could safely back out of the line, I would.",-0.15,0.2,en,16,0,0,False,False
0x4cca7bbd095e569f:0x390e6885199b3e17,Jonah,Rly happy with the way the custom paint cans come out at this location. Made in house and the colors always come out on point.,5,Rly happy with the way the custom paint cans come out at this location. Made in house and the colors always come out on point.,0.8,1.0,en,25,0,0,False,False
0x4cb4ca86e8f5205f:0x59e3ca49beaab18f,Scott Ryll,A great menu in a well executed and reclaimed setting.,5,A great menu in a well executed and reclaimed setting.,0.8,0.75,en,10,0,0,False,False
0x4cca774d15b2b13b:0x2f96cee1271442dd,Steve Oesterle,The main place I got to get all my honey to do list stufff,5,The main place I got to get all my honey to do list stufff,0.17,0.33,en,14,0,0,False,False
0x89e03f233080ae9d:0xd7d7af3973f1357f,John Bunting,Some of the best views. Very well maintained trail.,5,Some of the best views. Very well maintained trail.,0.6,0.3,en,9,0,0,False,False
0x4cb55cd05cafbbf9:0x9a185148e4ab1ff2,Pauls Android,"Great food, with great employees! And very able to meet some gluten-free needs.",5,"Great food, with great employees! And very able to meet some gluten-free needs.",0.82,0.77,en,13,1,0,False,False
0x4cca7aee6511ee73:0x18df8c40a2778728,Joe Wehry,"Although I don't skate, the park area is clean and it gives a variety of spaces and ramps for skateboarders to play, with adjacent seating for watchers who can't.",4,"Although I don't skate, the park area is clean and it gives a variety of spaces and ramps for skateboarders to play, with adjacent seating for watchers who can't.",0.37,0.7,en,29,0,0,False,False
0x4cca7af6e60c6049:0x4450df6b16031299,mike Mr. Bear,"Good food, good staff, moderately priced",4,"Good food, good staff, moderately priced",0.47,0.63,en,6,0,0,False,False
0x4cca9d9cccf4bd75:0xa2dee32ccba80a,walter stone,"Carefully prepared, excellent food. The relaxed atmosphere is welcoming. Killer breakfast",5,"Carefully prepared, excellent food. The relaxed atmosphere is welcoming. Killer breakfast",0.45,1.0,en,11,0,0,False,False
0x4cca6b10a56994bf:0xadc83a7fb1594562,Bill Stratton,"We live nearby so every year we give this place a shot. It's gotten worse each progressive spring. This year we decided to try them take-out, to see if the quality improved. It did not. The burgers were so salty we could not eat them. They charged me 14 dollars for the nachos pictured, which I opened as soon as I got home, and I live about six minutes from the place. It's sad to me, because we used to love to take our kids there and we like to support local businesses, but I don't think I'll be dropping another 80 dollars on three meals and nachos anymore.",2,"We live nearby so every year we give this place a shot. It's gotten worse each progressive spring. This year we decided to try them take-out, to see if the quality improved. It did not. The burgers were so salty we could not eat them. They charged me 14 dollars for the nachos pictured, which I opened as soon as I got home, and I live about six minutes from the place. It's sad to me, because we used to love to take our kids there and we like to support local businesses, but I don't think I'll be dropping another 80 dollars on three meals and nachos anymore.",-0.02,0.53,en,109,0,0,False,False
0x4cca7b9274f35741:0x5716b2824f6bc3d9,Ryan McCullough,"Always good food , and friendly people serving. Nice tap list , never had to wait for a seat .

We love lunches here",5,"Always good food , and friendly people serving. Nice tap list , never had to wait for a seat . We love lunches here",0.54,0.68,en,24,0,0,False,False
0x4cca1ac057afeb57:0xbb78c105107e98ca,Allen Branson,Some of the best pizza I have had in along time. It was hot with a crispy crust. The service was excellent.,5,Some of the best pizza I have had in along time. It was hot with a crispy crust. The service was excellent.,0.75,0.72,en,22,0,0,False,False
0x4cca655375e32f3f:0xf19b234e76d3047e,Rabin Dahal,A little boring,4,A little boring,-0.59,0.75,en,3,0,0,False,False
0x4cb5884892b7d1fb:0x8be4a0e5abda6704,Jessica Murray,I love this place! The food is delicious and the service is great. Is a very romantic and cozy place.,5,I love this place! The food is delicious and the service is great. Is a very romantic and cozy place.,0.44,0.75,en,20,1,0,False,False
0x4cca77a741b1d869:0x393441683af97683,Lori McElroy,Actually really good appetizers and wrap was good! Nice casual environment!,4,Actually really good appetizers and wrap was good! Nice casual environment!,0.39,0.77,en,11,2,0,False,False
0x89e0248cad1be415:0x1458459d857c1ea2,Cindy F,"Great coffee, always!",5,"Great coffee, always!",1.0,0.75,en,3,1,0,False,False
0x4cb543336a5d96eb:0xa56458e3b044c068,Codi Fanglewolf,The service was great but good was cold,4,The service was great but good was cold,0.3,0.78,en,8,0,0,False,False
0x89e05e45296c1c59:0x95dec7570bbf78f8,Zachary Svoboda,"I ordered the chorizo burger. It was quite burnt and my fries were very undercooked. The service was slow and the meal and drinks were expensive, even disregarding the quality.
I don't like leaving poor reviews but it was just an awful experience.",1,"I ordered the chorizo burger. It was quite burnt and my fries were very undercooked. The service was slow and the meal and drinks were expensive, even disregarding the quality. I don't like leaving poor reviews but it was just an awful experience.",-0.4,0.6,en,43,0,0,False,False
0x4cca7a3025d69433:0x89fadcee983456c3,Adam Little,"My first time to this venue. It was great. Easy to get there, park, and get inside. Nice staff. I rate a place on how easy is it to get a drink and use the bathroom. Both were a thumbs up!",4,"My first time to this venue. It was great. Easy to get there, park, and get inside. Nice staff. I rate a place on how easy is it to get a drink and use the bathroom. Both were a thumbs up!",0.53,0.75,en,41,1,0,False,False
0x89e05e5055555555:0x8e18b7f788b67785,J Hs,"There's a LOT of choices here for lunch...if you're not gluten-free. There are 39 (yes THIRTY NINE) different types of sandwiches. Sure there are salads and one soup I could have had, but jeez, not having gluten-free bread reduced my choices by about 95%. Good service and what I did have was tasty.",3,"There's a LOT of choices here for lunch...if you're not gluten-free. There are 39 (yes THIRTY NINE) different types of sandwiches. Sure there are salads and one soup I could have had, but jeez, not having gluten-free bread reduced my choices by about 95%. Good service and what I did have was tasty.",0.4,0.7,en,53,0,3,False,False
0x89e096e7371e6461:0x9e77f25687e29a6e,M Mc,"Pricey, but they do have items that you can't find anywhere else in town.",4,"Pricey, but they do have items that you can't find anywhere else in town.",0.0,0.0,en,14,0,0,False,False
0x4cca7bbdc47093e7:0xbf3aa82ae6b007ff,Alpha Omega,I love burritos always hots the spot,5,I love burritos always hots the spot,0.5,0.6,en,7,0,0,False,False
0x4cca72eab321cf97:0xd595e18e9db5348b,Samantha Roy,I normally love going here. Its one of my family's fav's. But today when we went for breakfast there was an older heavy set lady that was rude and aggressive....bumping into us and shoving my brother out of her way. So it will be a while before my family returns.,2,I normally love going here. Its one of my family's fav's. But today when we went for breakfast there was an older heavy set lady that was rude and aggressive....bumping into us and shoving my brother out of her way. So it will be a while before my family returns.,0.04,0.51,en,50,0,0,False,False
0x89e11a3302154cdb:0xe2102d749e71a63f,Kelly Simon,"Their produce department is top notch,  the seafood department is impossible to beat and the cashiers are always kind and friendly.  Cant recommend this store enough!",5,"Their produce department is top notch, the seafood department is impossible to beat and the cashiers are always kind and friendly. Cant recommend this store enough!",0.16,0.68,en,26,1,0,False,False
0x4cb503e8c8f9afeb:0x9133ab28476591b3,Buddy,"Little weird to pay to go into a ledge lookout spot, still cool tho",4,"Little weird to pay to go into a ledge lookout spot, still cool tho",-0.11,0.72,en,14,0,0,False,False
0x4cca7a33cff79b71:0xb71dcf2f41e02feb,Celest R,Good selection of kids books.,4,Good selection of kids books.,0.7,0.6,en,5,0,0,False,False
0x4cb5f3900e5b01b3:0x88fa559de9b5cfc1,Frank Grenon,Breakfast!,5,Breakfast!,0.0,0.0,en,1,1,0,False,False
0x4cb507f2efcc7621:0xf585b4d22f99cb28,JUSTIN ROCKIT COLGAN,Had a great experience with a salesman!,4,Had a great experience with a salesman!,1.0,0.75,en,7,1,0,False,False
0x4cca7a347f7ea7ed:0xd45c07ae2107da8b,Vicki Matthews,Very quick on the pickup that I ordered this morning. Kudos to them.,5,Very quick on the pickup that I ordered this morning. Kudos to them.,0.43,0.65,en,13,0,0,False,False
0x4cca3fe31a5a84cb:0xddac5a7990d40d84,Debbe painting,"I got there early and was the first car on the ferry. They put me against the wall so I was LAST to get off. POOR TRAINING OF EMPLOYEES. I ride the ferry 5 days a week and they have no system. One day they follow the companies guidelines, next they make up there own. Definitely need a bridge.",1,"I got there early and was the first car on the ferry. They put me against the wall so I was LAST to get off. POOR TRAINING OF EMPLOYEES. I ride the ferry 5 days a week and they have no system. One day they follow the companies guidelines, next they make up there own. Definitely need a bridge.",0.08,0.4,en,59,0,5,False,False
0x89e0966503510ac3:0xccefca0ed8257868,Andrew Hunt,"We ordered pizza a few hours ahead, requested a delivery time of 6:00pm and Ryan arrived at 5:55pm! The pizza quality was honestly the best pizza we've had in Bennington in a long time! On top of everything else, we live in an area where most food delivery advise that they don't deliver to us. When I called there was no question, they come to our neighborhood. Excellent service and excellent pizza!",5,"We ordered pizza a few hours ahead, requested a delivery time of 6:00pm and Ryan arrived at 5:55pm! The pizza quality was honestly the best pizza we've had in Bennington in a long time! On top of everything else, we live in an area where most food delivery advise that they don't deliver to us. When I called there was no question, they come to our neighborhood. Excellent service and excellent pizza!",0.49,0.58,en,72,3,0,False,False
0x4cca78f0a8c1f031:0xde28e77d88100135,Dana Hadley,I like the food and atmosphere. The staff was very attentive to safety for all.,5,I like the food and atmosphere. The staff was very attentive to safety for all.,0.52,1.0,en,15,0,0,False,False
0x4cb506dba70910fd:0xf5aed92be5600560,Steve Young,"Always helpful.  If they dont have it they will do their best to get it, and usually in just a couple days!!",5,"Always helpful. If they dont have it they will do their best to get it, and usually in just a couple days!!",0.3,0.28,en,22,2,0,False,False
0x4cb4cb4ff3e47d05:0xb35268f2aded3f93,Davide Buck,"Food has improved very well. The staff is more helpful and friendly now, good improvement from last year.",4,"Food has improved very well. The staff is more helpful and friendly now, good improvement from last year.",0.35,0.39,en,18,0,0,False,False
0x4cca78f741843293:0x7ac35a22c348a9bf,Ezra Mulheron,"Everything you need, great prices",5,"Everything you need, great prices",0.8,0.75,en,5,0,0,False,False
0x4cca7c2d1d7164cd:0xd26ad135aefdb2f9,Peter Gadue,Awesome campground...,5,Awesome campground...,1.0,1.0,en,2,0,0,False,False
0x4cb5917b8faaea15:0xa2fbbf1f063d7b3d,A B,Awesome resort. Close to everything. Location is so clutch. Smugglers Notch to the north... Mount Mansfield peak to the south.... with places and things to do in between.,5,Awesome resort. Close to everything. Location is so clutch. Smugglers Notch to the north... Mount Mansfield peak to the south.... with places and things to do in between.,1.0,1.0,en,28,0,0,False,False
0x4cca1ae0366e379b:0xe6fa6ca96872c838,Maranda LaRose,They were great very flexible with my and my bfa complicated orders.,5,They were great very flexible with my and my bfa complicated orders.,0.17,0.68,en,12,0,0,False,False
0x4cca1ac2fa0ce85f:0x1ebe0602e9ac4854,Cindy Shambo,Friendly staff clean bathrooms love shopping HERE,5,Friendly staff clean bathrooms love shopping HERE,0.41,0.6,en,7,0,1,False,False
0x4cb586a878deb95d:0x3c3ee051c7aedfa7,Armida Orozco,Because it does not have others to compare in that location.,3,Because it does not have others to compare in that location.,0.0,0.0,en,11,0,0,False,False
0x4cb506dc0d99b17b:0x31a3e5fcc1f49818,sam gallitano,Tiny location but very friendly staff.,4,Tiny location but very friendly staff.,0.24,0.57,en,6,0,0,False,False
0x89e0247d3c5e0b3b:0x31f9c4d988f48ec7,Izzy Ramirez,"Food is great, fresh and full of flavor. Price could be better, but worth the authenticity.",5,"Food is great, fresh and full of flavor. Price could be better, but worth the authenticity.",0.45,0.48,en,16,0,0,False,False
0x89e11afb3aa608f7:0x3597b673420f0b84,carol perry,They are friendly and mechanical,5,They are friendly and mechanical,0.38,0.5,en,5,0,0,False,False
0x4cca78fade3abd4b:0xbfcb59a7e1d6e332,Shane Hunter,Great store always find bargains,5,Great store always find bargains,0.8,0.75,en,5,0,0,False,False
0x89e1dcd157b612e9:0x98cf856f12f834c6,Jeffrey Currier,"Windsor Station is featured in an original train station, with appropriate decor. It has smallish menu, leaning toward Italian. To night, my first visit, I had dinner with friends. I had a bowl of spaghetti and meatballs balls, which underwhelmed me. The sauce was not a knockout. Chefs who make meatballs need to travel to Italy, or at least Boston's North End for a bench mark. I will admit my blended cocktail, was a winner! Our waitress was also very professional, albeit for lack of filling our water. (Another nit pick of mine.). I dunno. I guess I'd try it again, it had a charming look.

*Post script...After what was a snarky remark from the owner, about my review, I will NOT return to Windsor Station. When I take my good time to mention both good and not so good points about an establishment, it's to help them work to make a truly fine dining experience.  If the chef wants to taste a good sauce and meatball, try the Pizza Stone in Chester, Vermont. Otherwise, he can take their ego and ignorance and serve it on a cracker. Just not my cracker.",3,"Windsor Station is featured in an original train station, with appropriate decor. It has smallish menu, leaning toward Italian. To night, my first visit, I had dinner with friends. I had a bowl of spaghetti and meatballs balls, which underwhelmed me. The sauce was not a knockout. Chefs who make meatballs need to travel to Italy, or at least Boston's North End for a bench mark. I will admit my blended cocktail, was a winner! Our waitress was also very professional, albeit for lack of filling our water. (Another nit pick of mine.). I dunno. I guess I'd try it again, it had a charming look. *Post script...After what was a snarky remark from the owner, about my review, I will NOT return to Windsor Station. When I take my good time to mention both good and not so good points about an establishment, it's to help them work to make a truly fine dining experience. If the chef wants to taste a good sauce and meatball, try the Pizza Stone in Chester, Vermont. Otherwise, he can take their ego and ignorance and serve it on a cracker. Just not my cracker.",0.38,0.47,en,192,1,1,False,False
0x89e01a73e332e6b1:0xfb1de3577bf20ca9,Chris Morris,"Always worth the wait! Busy is an understatement, the fries and dogs are the best!!",5,"Always worth the wait! Busy is an understatement, the fries and dogs are the best!!",0.49,0.23,en,15,3,0,False,False
0x4cb4478accbf2207:0x60e259a419f0a29d,Tpmcc Mopar,I enjoyed the beer here it was a great atmosphere,4,I enjoyed the beer here it was a great atmosphere,0.65,0.72,en,10,0,0,False,False
0x4cca1ac057afeb57:0xbb78c105107e98ca,victoria howell,Love the mozzarella sticks and chicken alfredo,4,Love the mozzarella sticks and chicken alfredo,-0.05,0.77,en,7,0,0,False,False
0x4cb507c3cd1d19ff:0x15446a38573d379d,Raistlin Coolidge,"Very helpful ,knowledgeable and friendly",5,"Very helpful ,knowledgeable and friendly",0.29,0.4,en,5,0,0,False,False
0x89e1ca6b16214845:0x52925bb3831ef3c9,Craig Burton,One of my favorites!,5,One of my favorites!,0.0,0.0,en,4,1,0,False,False
0x4cca775e73243603:0x11957f9cc46be266,Jacqueline,Can't even get in. Had to drive off.,1,Can't even get in. Had to drive off.,0.0,0.0,en,8,0,0,False,False
0x89e024624c7c3a53:0x68457092c2dd253d,D Langsett,Incredible apps and salads. Suggest Steak Salad and Jerk chicken Fondue or Chile Corn Bread,5,Incredible apps and salads. Suggest Steak Salad and Jerk chicken Fondue or Chile Corn Bread,0.15,0.93,en,15,0,0,False,False
0x4cca1a729c457877:0x552f460ef5c8c0a5,Mary Brzozowy,"Excellent food. Fast friendly service. We have alwsys had great food, served hot, as it should be. Repeat diner!",5,"Excellent food. Fast friendly service. We have alwsys had great food, served hot, as it should be. Repeat diner!",0.54,0.74,en,19,1,0,False,False
0x4cb586a878a5f541:0x60dd043f083e33d5,James Enter,A very Vermont restaurant.  Probably my favorite post Bolton meal.  The food is hardy and not too expensive.  The taps are great.  The shuffleboard table is amazing.  Highly recommended,5,A very Vermont restaurant. Probably my favorite post Bolton meal. The food is hardy and not too expensive. The taps are great. The shuffleboard table is amazing. Highly recommended,0.29,0.7,en,29,0,0,False,False
0x89e1d82045498ed1:0xb1b91697a6cb2f6c,Elizabeth Golden,"Good, basic food in a casual restaurant.",3,"Good, basic food in a casual restaurant.",0.07,0.53,en,7,0,0,False,False
0x4cb67195d2e81413:0x2ea98230a0f8ad06,Aaryn French,Lots of quality products nd a friendly / helpful staff.,5,Lots of quality products nd a friendly / helpful staff.,0.38,0.5,en,10,0,0,False,False
0x4cb55cde7828eff7:0x70bdacab68c4c83b,Crissy Wilson,Really nice store and helpful staff!,5,Really nice store and helpful staff!,0.75,1.0,en,6,1,0,False,False
0x4cca78e3051ecd03:0xa44274356a80da1a,Walter Champney,"It was terrible! Spent more time in line at the customer service desk than I did any thing! People complain about not having work, Walmart needs cashiers!!",1,"It was terrible! Spent more time in line at the customer service desk than I did any thing! People complain about not having work, Walmart needs cashiers!!",-0.04,0.53,en,27,4,0,False,False
0x89e0247d3c5e0b3b:0x31f9c4d988f48ec7,Rebecca Smedy,Fast service good food,4,Fast service good food,0.45,0.6,en,4,0,0,False,False
0x4cca79aa2a37fbdd:0xf7c9f871711c1f33,Bill Patton,Always a classic and great ice cream as well. Expect to wait a bit during peak times.,4,Always a classic and great ice cream as well. Expect to wait a bit during peak times.,0.48,0.46,en,17,0,0,False,False
0x4cb671d18b12c60f:0x2fae43f2a1e3e556,Joanne Turano,"let's go shopping for garden supplies, pet and animal food, plants and seeds. Agway carries everything I've ever needed for a successful garden",5,"let's go shopping for garden supplies, pet and animal food, plants and seeds. Agway carries everything I've ever needed for a successful garden",0.75,0.95,en,23,0,0,False,False
0x4cb572e072a47d2f:0xbec420854976b7f1,Andy Hooper,"One of the most amazing grocery stores I've ever been in. An amazing quantity of items: more cheeses than a cheese shop, better deli than many delis, more specialty food items than many specialty shops.",5,"One of the most amazing grocery stores I've ever been in. An amazing quantity of items: more cheeses than a cheese shop, better deli than many delis, more specialty food items than many specialty shops.",0.53,0.6,en,35,0,0,False,False
0x4cca775bacde3099:0x97f12eb3628c7d39,Samantha Rush,My favorite place to eat,5,My favorite place to eat,0.5,1.0,en,5,0,0,False,False
0x89e024c858443205:0xad3d144b664706ca,Matthew Valerio,Attentive sales staff. A little short on inventory for Lincolns.,4,Attentive sales staff. A little short on inventory for Lincolns.,0.07,0.57,en,10,0,0,False,False
0x4cca7a2e25dfcdbd:0x2be66d847fc357f3,Kenneth Lemieux,Good place to eat. I work there.,5,Good place to eat. I work there.,0.7,0.6,en,7,0,0,False,False
0x4cca774b54ae77c3:0x3065aef217673604,Kathleen Mysliwiec,Very happy with my service. Thank you!,5,Very happy with my service. Thank you!,1.0,1.0,en,7,1,0,False,False
0x4cca7b8de94085df:0x4e496d09bfd33e06,Rev Smith,Good ol movie theater what more do you need!,4,Good ol movie theater what more do you need!,0.66,0.55,en,9,1,0,False,False
0x89e096626fba04e1:0x4cc9170b3cbee7e8,Bob Harris,"Excellent food, casual atmosphere, enjoyable experience.  Worth the stop if you're
in the area for sure.",4,"Excellent food, casual atmosphere, enjoyable experience. Worth the stop if you're in the area for sure.",0.36,0.69,en,16,0,0,False,False
0x4cca7a8b7408d091:0x4634e66ebb3a7062,Judy Christensen,Lots of fun and great food!,5,Lots of fun and great food!,0.65,0.47,en,6,1,0,False,False
0x4cb506dae4820f87:0x72f539ab9a0d9511,Olivia Whipple,Been going to this shop for years. Always clean and fairly priced. They are my go to for fresh ink and will always go back for more.,5,Been going to this shop for years. Always clean and fairly priced. They are my go to for fresh ink and will always go back for more.,0.37,0.52,en,27,0,0,False,False
0x89e1b83589040f9f:0x6c41b9f948547e4b,Diana Decelle,Always my go to store for household items needed at a cheaper price,5,Always my go to store for household items needed at a cheaper price,0.0,0.0,en,13,0,0,False,False
