business_name,author_name,review_text,rating,sentimentNum,subjectivity,lang,review_length,exclaim_count,caps_count,contains_url,inauthentic,irrelevant,advertisement,rant,policy_violations,reason
Asucan Restaurant,Turgut Esen,The irresistible taste of chicken; sauce and spice that has been increasing for years.,5,-0.6,0.95,en,14,0,0,False,0,0,0,0,0,"The review describes a positive experience (""irresistible taste of chicken; sauce and spice that has been increasing for years"") with a sentiment of -0.6, suggesting a genuine, albeit somewhat hyperbolic, opinion. The review length (14) and pre-processed data (rating=5) are not strong enough indicators of inauthenticity. There are no URLs, excessive capitalization, or exclamation marks to suggest an advertisement or rant."
Magro,Haluk Suter,Bad breakfast experince for me.,1,-0.7,0.67,en,5,0,0,False,0,0,0,0,0,"The review expresses a negative sentiment (-0.7) and provides a simple, albeit negative, description (""Bad breakfast experince for me.""). The sentiment score and subjectivity rating (0.67) suggest a genuine, if brief, expression of dissatisfaction. There are no indicators of inauthenticity such as overly promotional language, URLs, or excessive capitalization. The review length is also reasonable."
Akpinar Restaurant,Hulya Biricik,We came across a slightly expensive menu with a magical view overlooking the lake and the Black Sea.,4,-0.06,0.71,en,18,0,0,False,0,0,0,0,0,"The review is a relatively positive and detailed description of the restaurant's atmosphere and view. The sentiment (-0.06) is mildly negative, but not extreme. The subjectivity rating (0.71) suggests a personal perspective, and the review length (18) is reasonable. There are no strong indicators of inauthenticity, advertisement, or rant."
Midyeci Ahmet,Eray Akkus,10 mussels + half a kokorec is 240TL. Also; the place smells like toilet.,1,-0.1,0.08,en,14,0,1,False,1,0,0,1,0,"The review has a very low rating (1), strong negative sentiment (-0.1), and a high number of fully capitalised words (1) and exclamation marks (0). This suggests an overly critical and potentially emotional rant, rather than a genuine review. The price comment (""240TL"") is a minor detail but the overall tone and indicators strongly suggest a negative, potentially inauthentic, experience."
Hasan Usta,Ferhat Karatay,It's delicious and the prices are reasonable. The appetizers are very filling and satisfying.,5,0.47,0.73,en,14,0,0,False,0,0,0,0,0,"The review is a positive and relatively detailed account of a dining experience. The sentiment score of 0.47 indicates a generally positive feeling, and the review length (14) suggests a genuine, albeit brief, opinion. There are no indicators of inauthenticity, advertisement, or a rant. The language is appropriate and descriptive."
Cici Tantuni,Veli Dedeoglu,I tried tantuni with yoghurt for the first time. The taste was perfect. I would recommend it to everyone. It reminds me of the taste of iskender.,5,0.62,0.67,en,27,0,0,False,0,0,0,0,0,"This review is a straightforward, positive testimonial about a food item (tantuni) and its taste. The sentiment (0.62) is moderately positive, the subjectivity is relatively high (0.67), and there are no overtly promotional elements, excessive capitalization, or exclamation marks. The review provides a specific detail about the taste and its resemblance to iskender, which lends credibility. Therefore, it doesn't exhibit strong indicators of inauthenticity, irrelevance, advertisement, or a rant."
Mersinli Cigerci Apo,Hayrullah Unal,Although it is not as much as an urfa; it is the only place that can eat liver under samsun conditions. Appetizers can be improved. There should definitely be green mint next to the liver; arugula does not suit the liver.,3,0.0,0.38,en,41,0,0,False,0,0,0,0,0,"The review expresses a specific opinion about the food (""only place that can eat liver under samsun conditions"") and suggests improvements (appetizers, green mint). The sentiment is moderately negative (-1.0), but the content is relatively detailed and doesn't exhibit characteristics of a deceptive or promotional review. The length of the review (41) and the subjectivity score (0.38) are also consistent with a genuine customer's feedback. There are no indicators of an advertisement (no URL, caps, or overly promotional language)."
Kruvasan,Meryem Guven,The croissants were delicious but tasted a bit bitter due to overcooking. The croissant with adjika was excellent. But we waited a long time,4,0.34,0.66,en,24,0,0,False,0,0,0,0,0,"This review provides specific details about the food (croissants, adjika) and the wait time, making it a genuine customer experience. The sentiment is relatively neutral (-0.34) and the subjectivity is moderate (0.66). There are no strong indicators of inauthenticity, irrelevant content, advertisement, or ranting."
Nesh,Mustafa Ay,Although they are actually a place that makes waffles; their burgers are delicious and they have a lot of options.,4,0.5,0.55,en,20,0,0,False,0,0,0,0,0,"The review is relatively short and uses somewhat generic positive language (""delicious,"" ""a lot of options""). While the sentiment is positive (0.5), it lacks specific details or strong emotional cues, making it unlikely to be inauthentic. The review is relevant to the location and doesn't exhibit characteristics of an advertisement or rant."
Inegol Restaurant,Osman Korkmaz,The food is delicious; but we waited 1 hour after ordering and we were extremely hungry.,1,0.44,1.0,en,16,0,0,False,0,0,0,0,0,"The review expresses a negative experience (wait time), but it's relatively detailed and provides a specific complaint. The sentiment is moderate (-0.44), and the language isn't overly aggressive or hyperbolic. While the wait time is a valid concern, there's no strong indication of inauthentic intent or a promotional advertisement. The review length (16) is also reasonable."
Bunbun Kas,Burak Sengun,I can say that cleanliness; taste; warm-blooded employees were absolutely perfect.,5,1.0,1.0,en,11,0,0,False,0,0,0,0,0,"The review expresses a positive sentiment (sentiment=1.0) with generally positive language (""cleanliness; taste; warm-blooded employees were absolutely perfect""). There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant. The review is relatively short and uses generic positive phrasing, but this alone does not suggest deception."
Rumeli Iskembecisi,Rahmi Aydin,The business demands money from everything; no treats!,4,0.0,0.0,en,8,1,0,False,0,0,0,0,0,"The review expresses a negative sentiment (sentiment=0.0) and a complaint (""The business demands money from everything; no treats!""), but it lacks specific details or overly emotive language. The short length (review_length=8) and lack of strong, descriptive wording prevent it from being classified as an inauthentic review. There is no evidence of promotional language, URLs, or an overly critical rant."
Cafe Inn,Tugba Gunaydin,The vegan breakfast made me extremely happy. It was nice.,4,0.7,1.0,en,10,0,0,False,0,0,0,0,0,"The review is a relatively short, positive testimonial about a vegan breakfast. The sentiment score of 0.7 suggests a genuine positive experience. There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant. The review text is descriptive without being overly generic."
Baruthane Pilavcisi,Emine Uslu,It's not something to be exaggerated; and people come from out of town just for their rice. The waiters were kind; the environment was clean.,4,0.16,0.87,en,25,0,0,False,0,0,0,0,0,"This review is relatively short and uses somewhat generic positive language (""It's not something to be exaggerated; and people come from out of town just for their rice""). While the sentiment is slightly positive (0.16), there isn’t enough specific detail or emotional intensity to suggest inauthenticity. The review is relevant to the location and doesn't contain URLs or promotional language. It doesn't appear to be an overly critical rant."
Gulcimen Aspava,Taner Ozkan,Orders that came really shockingly fast and the treats were delicious.,5,0.6,0.8,en,11,0,0,False,0,0,0,0,0,"The review is a positive testimonial with specific details (""Orders that came really shockingly fast and the treats were delicious."") and a high sentiment score (0.6). The review length (11) is also reasonable. There are no obvious indicators of inauthenticity, advertisement, or ranting."
J Burber,Koray Erdivanli,The taste of hamburgers is not as good as exaggerated. It's also an expensive restaurant.,3,-0.1,0.77,en,15,0,0,False,0,0,0,0,0,"The review expresses a negative opinion about the taste and price of hamburgers, which is a reasonable and specific complaint. The sentiment score of -0.1, subjectivity of 0.77, and review length of 15 do not strongly suggest inauthenticity or a deceptive intent. There are no indicators of an advertisement (no URL, promotional language). It does not appear to be an overly emotional rant."
Zula,Ali Ken,The best hamburger restaurant in Istanbul. Cooking and sauce is very good.,5,0.95,0.54,en,12,0,0,False,0,0,0,0,0,"The review is a straightforward positive comment about a hamburger restaurant in Istanbul. The sentiment is strongly positive (0.95), the subjectivity is moderate (0.54), and there are no indicators of inauthenticity such as overly generic language, URLs, excessive capitalization, or strong negative sentiment. It appears to be a genuine customer review."
Mcdonalds Fethiye,Hatice Akin,They are very fast and the food tastes good too.,5,0.48,0.69,en,10,0,0,False,0,0,0,0,0,"This review is a simple, positive testimonial. The sentiment score of 0.48 indicates a generally positive feeling, but there are no strong indicators of inauthenticity, advertisement, or a rant. The language is straightforward and lacks overly descriptive or emotive elements. The review length is also reasonable at 10 words."
Kalkanoglu Pilav,Eren Demir,The rice was very oily but the roast was delicious. We paid 450₺ for 3 people. Prices are a little high.,3,0.29,0.58,en,21,0,0,False,0,0,0,0,0,"The review provides a specific detail about the price (450₺ for 3 people) and mentions the rice being oily, which is a somewhat constructive criticism. The sentiment is relatively low at 0.29, but not overwhelmingly negative. The subjectivity score of 0.58 indicates a personal opinion, and the review length is reasonable. There is no evidence of deceptive intent, promotional language, or an overly emotional rant."
Imam Cagdas,Mustafa Ay,Although the prices are a little high; the quality is high so it does not disappoint. The taste was very good; well done!,5,0.28,0.59,en,23,1,0,False,0,0,0,0,0,"This review is a positive and relatively detailed account of the dining experience. The sentiment score of 0.28 indicates a mildly positive tone, and the review length of 23 words suggests a genuine, though brief, observation. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or a rant."
Popeyes,Josiah Wadsack,Classical chicken; not awesome taste but it is ok.,4,-0.15,0.61,en,9,0,0,False,0,0,0,0,0,"The review expresses a moderately negative opinion (""not awesome taste but it is ok"") with a sentiment of -0.15, but it provides a small amount of detail. The rating of 4 suggests a generally satisfactory experience. There are no strong indicators of inauthenticity, advertisement, or a rant. The review length is also within a reasonable range."
Vefa Bozacisi,Volkan Cosgun,Same taste for years. Its historical texture is another beautiful place.,3,0.28,0.38,en,11,0,0,False,0,0,0,0,0,"This review is a relatively short, positive comment focused on the ""historical texture"" of the establishment. The sentiment is mildly positive (0.28), and there are no strong indicators of inauthenticity, irrelevant content, advertising language, or a rant. The length is acceptable, and the language, while generic (""historical texture""), is not overly promotional or deceptive."
Pukka Marmaris,Dogukan Mert,Delicious. However; prices are as high as Marmaris in general in 2021.,4,0.4,0.68,en,12,0,0,False,0,0,0,0,0,"The review is relatively short (review_length=12), but the sentiment is moderately positive (sentiment=0.4) and the subjectivity is moderate (subjectivity=0.68). The review expresses a specific opinion about pricing, which is relevant. There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant."
Magro,Fatih Sarac,Everything I ate that in a super menu; was very good. I recommend this place to everyone.,5,0.62,0.72,en,17,0,0,False,0,0,0,0,0,"The review is a positive testimonial with relatively simple, generic language (""Everything I ate that in a super menu; was very good. I recommend this place to everyone.""). The sentiment score of 0.62 suggests a genuine positive experience. The review length is also reasonable. There's no strong evidence of inauthenticity, irrelevant content, or an advertisement."
Nazar Cafe,Ali Arslan,The cheddar pastry was very bad compared to the past. It has reached the level of a normal patisserie; it used to be better.,3,-0.13,0.57,en,24,0,0,False,0,0,0,0,0,"The review expresses a specific opinion about a particular item (cheddar pastry) and provides some details, suggesting it's a genuine customer feedback. The sentiment (-0.13) is mildly negative, but not extreme enough to classify it as a rant. The review doesn't contain any indications of advertising or promotional language, URLs, or overly capitalised words. The review length is also within an acceptable range. Therefore, it doesn’t exhibit strong indicators of inauthenticity."
Gold Semaver,Mehrin Kuru,Great.,4,0.8,0.75,en,1,0,0,False,1,0,0,0,0,"The review states ""Great."" with a rating of 4, which is a very generic and positive statement. This, combined with the short review length (1), suggests it may be an inauthentic review designed to artificially boost the rating. There is no specific detail to support the positive sentiment."
Midyeci Ahmet,Ayhan Unlu,Magnificent view and legendary taste; and kokorec is also very good; I recommend it to everyone.,5,0.97,0.93,en,16,0,0,False,0,0,0,0,0,"The review has a very high sentiment score (0.97) and a high subjectivity score (0.93), indicating a genuine positive experience. The review is also relatively long and provides specific details (kokorec), rather than generic praise. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or a rant."
Bogazkoy Restaurant,Zeliha Gul,Not very special Gaziantep dishes; but you can find a comfortable and serene atmosphere in Antep. One of the places that can be stylish for the evening.,3,0.25,0.75,en,27,0,0,False,0,0,0,0,0,"The review expresses a somewhat lukewarm opinion about the food (""Not very special Gaziantep dishes"") but focuses on the atmosphere (""comfortable and serene""). The sentiment score of 0.25 suggests a mildly negative experience, but the detail about the atmosphere is relatively specific. The review doesn’t exhibit strong indicators of inauthenticity, advertising, or a rant. The review is a reasonable, if slightly negative, comment about the ambiance and doesn't contain any overtly promotional elements or excessive emotional language."
Alsancak Firin,Levent Karacaoglu,"Bagel / crispy is tasteless; the outer crust is hard, and the tea is tasteless due to its water. Boiled egg craved but I gave up because it was peeled.",4,-0.4,0.68,en,30,0,0,False,0,0,0,0,0,"The review expresses specific criticisms regarding the taste and quality of food items (bagel, tea, boiled egg) and the water used. While the sentiment is negative (-0.4), it's a reasoned complaint rather than an emotional rant. The subjective language (0.68) suggests a genuine customer experience. There are no indicators of inauthenticity, advertising, or irrelevant content."
Kumsal Lokantasi,Sinem Sahin,Thanks for the nice service.,4,0.4,0.6,en,5,0,0,False,0,0,0,0,0,"The review ""Thanks for the nice service."" is a very short, generic positive statement. While the sentiment is positive (0.4), the lack of specific details about the food or experience makes it potentially inauthentic, but not strongly so. It doesn't contain URLs or overtly promotional language. There is no evidence to suggest it's a deliberately deceptive review."
Baruthane Pilavcisi,Betty Karmen,It's too plentiful; so I guess the prices are high. But a mixture of so many different dishes was not that good.,4,0.34,0.56,en,22,0,0,False,0,0,0,0,0,"The review expresses a negative opinion about the variety of dishes, which is a reasonable comment. The sentiment score of 0.34 suggests a mildly negative opinion, but it doesn't exhibit characteristics of an inauthentic review (e.g., overly generic praise, high caps count, URL presence, or extreme emotional language). The review is also relevant to the location and in the correct language."
Magro,Nils Reinke,Great service; great food; everything is great!,5,0.87,0.75,en,7,1,0,False,0,0,0,0,0,"This review is a very positive, generic statement (""Great service; great food; everything is great!"") with a high sentiment score (0.87) and short length (7). While positive, it lacks specific details and feels somewhat formulaic, which is a characteristic of potentially inauthentic reviews. However, there isn’t enough evidence to definitively label it as inauthentic."
Baruthane Pilavcisi,Fatih Cicek,The menu is very nice; the food is legendary; also the waiters were very polite.,5,0.66,0.77,en,15,0,0,False,0,0,0,0,0,"The review is a positive testimonial with specific, though somewhat generic, praise (""menu is very nice,"" ""food is legendary,"" ""waiters were very polite""). The sentiment score of 0.66 indicates a genuinely positive opinion. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or a rant. The review length is also appropriate (15)."
Hasan Usta,Ahmet Demirci,Three Portions of Adana Kebab on one skewer and 3 drinks for 106 TL. My expectation was higher in terms of taste; but I cannot say that I could fully find this expectation. But the side dishes were not bad.,4,0.3,0.58,en,40,0,1,False,0,0,0,0,0,"This review is a relatively detailed account of a dining experience, mentioning specific items and prices. The sentiment score of 0.3 indicates a slightly negative but not overly critical opinion. The review length (40) is reasonable. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or a rant."
Sema Gozleme,Beyza Eren,Bazlama and menemen were delicious. The place was not clean so I did not have a pleasant dining experience.,3,0.52,0.89,en,19,0,0,False,0,0,0,0,0,"The review expresses a relatively specific opinion (""Bazlama and menemen were delicious. The place was not clean so I did not have a pleasant dining experience."") with some detail. While the sentiment is negative (0.52), it doesn't exhibit characteristics of a deceptive or overly emotional rant (low caps_count, exclaim_count, and a generally descriptive review text). The subjectivity score of 0.89 also suggests a genuine, personal experience rather than a carefully crafted promotional statement. Therefore, there's no strong evidence to classify it as inauthentic."
Midyeci Ahmet,Gulsum Kirec,Each mussel costs 7 liras. The place is big can sit inside and outside. There is a Bosphorus view in the place.,4,0.0,0.08,en,22,0,0,False,0,0,0,0,0,"This review is a straightforward, relatively short, and positive account of a dining experience. The sentiment is neutral (0.0), the subjectivity is low (0.08), and there are no indicators of inauthenticity like overly strong language, promotional elements, or an angry tone. The review provides specific details about pricing and the atmosphere, suggesting a genuine experience."
Duveroglu,Richard Drew,Turkish meat doner was good; liked.,4,0.65,0.7,en,6,0,0,False,0,0,0,0,0,"The review is relatively short (""Turkish meat doner was good; liked."") and uses generic, positive language (""good; liked.""). While the sentiment is positive (0.65), the lack of specific details and the simple phrasing suggest it may be a genuine, albeit slightly bland, review. There's no evidence of inauthentic intent or manipulative language."
Ege Vera,Ismail Susuz,A delicious and clean place.,5,0.68,0.85,en,5,0,0,False,0,0,0,0,0,"The review is a simple, positive statement (""A delicious and clean place."") with a 5-star rating. The sentiment score of 0.68 suggests a genuine positive feeling, the subjectivity score of 0.85 indicates a reasonably personal opinion, and the review length (5) is typical. There are no strong indicators of inauthenticity, relevance issues, advertising, or a rant."
Alsancak Firin,Safa Oz,I ate a variety of boyoz for the first time and I liked it very much. The service is fast and the atmosphere is friendly. If you come to Izmir; do not pass by here.,5,0.34,0.5,en,35,0,0,False,0,0,0,0,0,"This review is a positive and relatively detailed account of a customer's experience eating boyoz. The sentiment score of 0.34 indicates a mildly positive experience, and the review length (35) is reasonable. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or a rant. The review provides specific details about the food and service, suggesting a genuine experience."
Bilice,Pinar Atici,The view is nice; the indoor seating area is quite large.,4,0.41,0.71,en,11,0,0,False,0,0,0,0,0,"This review is a relatively short, positive comment about the view and indoor seating area. The sentiment score of 0.41 suggests a mildly positive opinion, but it doesn’t exhibit any strong indicators of inauthenticity, advertisement, or ranting. The features like exclamation marks, caps, URL, or subjective language are not prominent enough to classify this review as problematic."
Imam Cagdas,Olcay Akin,Located in Gaziantep historical bazaar; the place stands out with its beautiful and spacious ambiance. I liked the place very much; we came for dessert after dinner.,5,0.43,0.52,en,27,0,0,False,0,0,0,0,0,"The review is a positive, relatively detailed account of a visit to a dessert place. The sentiment is moderately positive (0.43), the subjectivity is moderate (0.52), and the length (27) is reasonable. There are no indicators of inauthenticity, irrelevant content, advertisement language, or a rant."
Backyard,Mark Moayad,Despite the current times; it was a very pleasant visit. They currently don’t take booking; they have a walk-in system where you put your name down and after a short wait they seat you inside. Once inside you can opt to be put on a waitlist to sit outside. The setting is really nice and rustic and the tables are well distanced. There was a nice evening crowd and a good energy in the ambience.,5,0.3,0.56,en,75,0,0,False,0,0,0,0,0,"This review is a fairly detailed and positive account of a visit. The sentiment is moderately positive (0.3), the subjectivity is relatively high (0.56), and the language is descriptive rather than generic. There are no indicators of inauthenticity such as overly high or low ratings, excessive capitalization, or the presence of URLs. The review appears to be a genuine customer experience."
My Friends Burger,Olcay Albayrak,Mushroom burger the meat stays thin inside the huge burger bread; and the meat and mushrooms do not stay in the bread because of the sauce applied on the bread.,3,-0.0,0.88,en,30,0,0,False,0,0,0,0,0,"The review provides a specific, albeit somewhat critical, description of the mushroom burger, detailing the issue with the sauce and meat separation. The sentiment is moderately negative (-0.0), and the subjectivity is relatively high (0.88), indicating a genuine opinion. There are no strong indicators of inauthenticity, advertisement, or a rant. The review length is also appropriate for describing a food item."
Antakya Mutfagi,Fatih Arslan,Meals were prepared neatly and cleanly. It was a pleasant dining experience in a decent place. Thank you very much.,5,0.38,0.65,en,20,0,0,False,0,0,0,0,0,"This review is a standard, positive review with fairly generic language (""pleasant dining experience,"" ""decent place""). The sentiment score of 0.38 suggests a mildly positive feeling, and the other metrics (review length, caps_count, exclaim_count, subjectivity) don't point to any obvious inauthenticity or deceptive intent. There are no URLs and the language is standard English."
Hasan Usta,Yildiz Kapidar,The staff is very interested and fast; the environment is very nice; the food and appetizers are very tasty.,5,0.38,0.64,en,19,0,0,False,0,0,0,0,0,"The review exhibits positive sentiment (0.38) and a relatively high subjectivity score (0.64), suggesting a genuine customer experience. The language is descriptive (""staff is very interested and fast,"" ""environment is very nice,"" ""food and appetizers are very tasty"") without resorting to generic phrases or overly enthusiastic hyperbole. There are no indicators of an advertisement (no URL, no promotional language). The review length (19) is also within a reasonable range for a genuine review."
J Burber,Ilke Cakmakoglu,Burgers and fries were delicious. Burger meat came well cooked; I suggest you eat it medium cooked. The sauces are quite different and nice; you should definitely try it.,4,0.4,0.78,en,29,0,0,False,0,0,0,0,0,"This review provides specific details about the food (""Burgers and fries were delicious"", ""Burger meat came well cooked"") and offers a suggestion (""I suggest you eat it medium cooked""). The sentiment score of 0.4 indicates a generally positive opinion. The subjectivity score of 0.78 suggests a genuine personal experience rather than a generic or promotional statement. There are no strong indicators of inauthenticity, irrelevant content, or an advertisement."
Gulcimen Aspava,Senal Gunalan,The treats are constantly being refreshed.. all the waiters are very interested.. The taste was not overly good.,3,0.34,0.53,en,18,0,0,False,0,0,0,0,0,"The review expresses a relatively mild negative sentiment (sentiment=0.34) with somewhat generic language (""taste was not overly good""). The review length (18) and other metrics (low caps_count, no url, no exclamation marks) do not strongly suggest inauthenticity. The review is relevant to the location and does not appear to be an advertisement."
Sanukiya,Marie Batani,There were few tables and chairs inside.,4,-0.2,0.1,en,7,0,0,False,0,0,0,0,0,"The review is relatively short and uses generic language (""There were few tables and chairs inside.""). While the sentiment is slightly negative (-0.2), it doesn't exhibit strong characteristics of an inauthentic review, rant, or advertisement. The review provides a minimal, factual observation about the indoor atmosphere, which is a common and acceptable type of review. There are no specific indicators suggesting deception or manipulation."
Alavara,Ediz Aksoy,It's a place with very affordable and delicious pasta. Actually; there is not much variety of pasta. Classic pasta is served with cheddar cheese and sauce. I think the taste and price of the pasta is very good.,5,0.36,0.42,en,38,0,0,False,0,0,0,0,0,"This review is a relatively positive and specific account of a dining experience. The sentiment score of 0.36 indicates a mildly positive feeling, and the review details the pasta dish and its price. There are no strong indicators of inauthenticity, irrelevant content, advertising, or a rant. The review length is reasonable (38 characters), and the language is clear and descriptive."
Kofteci Yusuf,Ali Bedir,The order came fast. I loved the doner and chicken. It was well cooked. But orders came late.,4,-0.0,0.74,en,18,0,0,False,0,0,0,0,0,"The review is relatively short and uses somewhat generic language (""I loved the doner and chicken,"" ""it was well cooked""). While the sentiment is slightly negative (""But orders came late""), it doesn't exhibit strong, unusual emotional expression or excessive capitalization that would indicate a rant. The review appears to be a straightforward, albeit brief, customer feedback.  There is no evidence to suggest inauthenticity or that this review is an advertisement."
Cemo Etliekmek,Fatih Keresteci,I had heard that meatloaf was good; but the taste was not that praiseworthy.,2,0.7,0.6,en,14,0,0,False,0,0,0,0,0,"The review expresses a mildly negative opinion (""taste was not that praiseworthy"") with relatively specific language (""meatloaf""). The sentiment score of 0.7 and subjectivity score of 0.6 suggest a genuine, if somewhat disappointed, customer experience. There are no indicators of inauthenticity, advertisement, or ranting present in the review data."
Askin Tostevi,Ali Palamut,First of all; they don't accept credit cards. The place is small; you can wait in line to sit. It's worth the taste.,4,0.1,0.28,en,23,0,0,False,0,0,0,0,0,"The review is relatively short and provides specific details about the business (no credit card acceptance, waiting in line). The sentiment is neutral (0.1), the subjectivity is moderate (0.28), and there are no strong indicators of inauthenticity, advertisement, or ranting. The review appears to be a genuine customer experience."
Metanet Lokantasi,Volkan Savas,I ate katmer here for the first time and I couldn't forget its taste and smell. It may be the most beautiful dessert in the world!!,5,0.58,0.61,en,26,2,0,False,0,0,0,0,0,"The review is overwhelmingly positive and enthusiastic (""I couldn't forget its taste and smell. It may be the most beautiful dessert in the world!!"") but lacks specific details. The sentiment is moderately positive (0.58) and subjectivity is relatively high (0.61).  The review length is reasonable. There are no indicators of inauthenticity, irrelevant content, advertising, or a rant."
Pukka Marmaris,Brad Murphy,In terms of price; it is above Marmaris prices. In other words; there are menus with prices above the average. I was satisfied with almost everything I ate and drank.,4,0.04,0.39,en,30,0,0,False,0,0,0,0,0,"This review is a relatively short and mildly positive review regarding the price and food at Pukka Marmaris. The sentiment is very low (0.04), suggesting a minor positive experience, and the subjectivity is moderate (0.39). There are no strong indicators of inauthenticity, irrelevant content, advertisement, or ranting. The review provides a basic observation about pricing which is normal for this kind of review."
Salih Usta,Aysel Hasir,it is a very nice place for high quality and special tastes; the employees and the owner are very interested and polite; we are going with love.,4,0.42,0.67,en,27,0,0,False,0,0,0,0,0,"The review expresses a positive sentiment (0.42) with relatively detailed, though somewhat generic, praise for the food and staff. The subjectivity score of 0.67 suggests a personal experience is being shared. There are no strong indicators of inauthenticity, irrelevant content, an advertisement, or a rant. The language is polite and not overly enthusiastic."
KFC,Yusuf Kirma,Very very bad food and very bad service 0/10.,1,-0.91,0.87,en,9,0,0,False,1,0,0,1,0,"The review has a very low sentiment score (-0.91) and a high subjectivity score (0.87), indicating a strongly negative and potentially emotionally charged opinion. Furthermore, the review text “Very very bad food and very bad service 0/10.” is overly critical and generic, lacking specific details. This combined with the low star rating suggests a potentially inauthentic review designed to lower the business’s rating."
Kasikla Restaurant,Ali Soyer,We wanted to try it for yaglama; it was disappointing for me; it had little ground meat; it didn't taste good; the appetizers were bad.,2,-0.2,0.62,en,25,0,0,False,0,0,0,0,0,"The review expresses a negative opinion regarding the yaglama, citing ""little ground meat"" and ""didn't taste good."" While critical, the feedback is specific and doesn't exhibit the hallmarks of an inauthentic review (e.g., overly generic praise, high capitalization, excessive exclamation marks). The sentiment score of -0.2 indicates a negative opinion, but it's a relatively mild negative. There’s no evidence of a URL or promotional language."
Askin Tostevi,Huseyin Ozer,I loved it; with one word it was legendary. In other words; it is the best toast you can eat outside. The price is 35 TL for full Ayvalik toast; Ayran Lemonade is 15 TL.,5,0.49,0.51,en,35,0,2,False,0,0,0,0,0,"The review is a positive testimonial with specific details about the food and price. The sentiment (0.49) and subjectivity (0.51) scores suggest a genuine opinion. There are no indications of inauthenticity, advertisement, or ranting based on the provided data."
Kofteci Yusuf,Damla Akpinar,Their service was a little slow; the flavors were on point. I had breakfast; there was unlimited tea; it was a different situation that they brought the tea in a water glass.,3,-0.16,0.5,en,32,0,0,False,0,0,0,0,0,"The review expresses a mildly negative sentiment (-0.16) with a subjective rating of 0.5, suggesting a personal experience. While the phrasing is somewhat generic (""flavors were on point""), it’s a reasonable and plausible review. There's no evidence of inauthentic intent, promotion, or an overly critical rant. The length of the review is also reasonable."
Baskent Aspava,Gun Oksay,The sauces and uncooked meats of the dishes give the impression of a meal prepared in the mall and not in a kebab restaurant.,2,-0.1,0.1,en,24,0,0,False,0,0,0,0,0,"The review expresses a negative opinion regarding the quality of the food (""sauces and uncooked meats...meal prepared in a mall"") with a sentiment of -0.1 and subjectivity of 0.1. While critical, it lacks the hallmarks of an inauthentic review such as overly generic praise or strong, unsubstantiated claims. The language is specific and directly addresses the quality of the food. There are no indicators of an advertisement (no URL, caps, or exclamation marks). Therefore, it does not appear to be inauthentic."
Cici Tantuni,Sila Bakirci,Prices are like that.,4,0.0,0.0,en,4,0,0,False,1,0,0,0,0,"The review ""Prices are like that."" has a very low sentiment score (-1) and a low subjectivity score (0), indicating a minimal and potentially inauthentic contribution. The language is generic and lacks specific details, which is a common characteristic of inauthentic reviews designed to artificially inflate or deflate ratings.  There are no strong indicators of advertisement or rant."
Miss Pizza,Simge Tabak,Definitely do not go without a reservation; it was overcrowded. We ate very delicious pizzas; but waiting in line for 1 hour didn't make any sense.,2,0.5,0.75,en,26,0,0,False,0,0,0,0,0,"The review expresses a negative experience (waiting 1 hour) and provides some specific details about the pizza being delicious. The sentiment is moderate (-0.5) and the subjectivity is reasonably high (0.75). While the wait time is a concern, there's no indication of deceptive intent or promotional language. The review doesn't contain URLs and doesn't use overly dramatic or exaggerated language that would classify it as a rant. It’s a fairly typical, albeit slightly negative, customer feedback."
Magro,Burak Cam,Unique in Alsancak Kordon.. Good food; especially chicken wrap is awesome.,4,0.27,0.9,en,11,0,0,False,0,0,0,0,0,"The review expresses a positive opinion with specific details (""Good food; especially chicken wrap is awesome."") and a rating of 4. The sentiment is positive (0.27), subjectivity is relatively high (0.9), and the review length is reasonable. There are no strong indicators of inauthenticity, irrelevant content, advertisement, or ranting."
Karakoy Lokantasi,Filiz Goksever,Yummy yummy! Delicious!,5,1.0,1.0,en,3,2,0,False,1,0,0,0,0,"The review gives a very short, generic, and overly positive sentiment (""Yummy yummy! Delicious!"") with a 5-star rating. This suggests it may be an inauthentic review designed to artificially inflate the business's rating, lacking specific details or genuine expression of experience."
Mado,Gokhan Basturk,Unfortunately; the sorbet desserts are not satisfactory. The air conditioners are not working. It's a humid environment. I hope they fix it.,3,-0.5,1.0,en,22,0,0,False,0,0,0,0,0,"This review expresses a negative opinion regarding the sorbet and air conditioning, along with a humid environment. The sentiment is negative (-0.5), but the details provided are specific (sorbet, air conditioners, humidity). There are no strong indicators of inauthenticity, such as overly generic language, excessive capitalization, or URLs. The review appears to be a genuine customer complaint rather than a deceptive or promotional statement."
